source_file,program,institution,city,degree,inst_type,track,language,tuition,scholarship,url
master-all.json,Orange Tulip Scholarship (OTS) — funding scheme,Nuffic Neso (Netherlands Education Support Offices),,Funding scheme,Consortium,General-Business/MBA,English,Not published,Orange Tulip Scholarship,https://www.nuffic.nl/en/international/international-programmes
master-all.json,MA/MSc Professional Practice in Creative Media Industries (Audio Production pathway),SAE Institute Amsterdam,,Master's degree,Private,Sound-Design/Production,English,Not published,None,https://www.sae.edu/nld/courses/ma-msc-professional-practice/
master-all.json,NO SOUND DESIGN OR MUSIC PRODUCTION PROGRAMME EXISTS — institution checked and excluded,Tio University of Applied Sciences (Hogeschool Tio),"Amsterdam, Rotterdam, Utrecht, Eindhoven, Hengelo (multiple campuses)",Master's degree,"Private university of applied sciences (particuliere hogeschool), NVAO-accredited",Music business,English and Dutch tracks are both available — but not for any audio subject.,Not published,Not stated,https://www.tio.nl/en/ ; https://www.tio.nl/en/about-tio/
master-all.json,"Master of Arts - Music Studies (Arts and Culture), specialisation Cognitive & Computational Musicology",University of Amsterdam (UvA),,Master's degree,Public,Sound/Music-Tech,English,Not published,Amsterdam Merit Scholarship / Holland (NL) Scholarship (UvA participates; program-level availability for this MA not co…,https://www.uva.nl/en/programmes/masters/music-studies-arts-and-culture/music-studies.html
master-all.json,NO SOUND DESIGN OR MUSIC PRODUCTION PROGRAMME EXISTS — institution checked and excluded,Wittenborg University of Applied Sciences,Apeldoorn (with Amsterdam and Munich locations),Master's degree,"Private university of applied sciences — international management and business school, NVAO-accredited",Music business,All programmes taught in English — but none in audio.,Not published,Not stated,https://www.wittenborg.eu/overview-master-science-programmes.htm ; https://www.wittenborg.eu/entrance-criteria-bachelor-and-master-degree-programmes.htm ; https://www.wittenborg.eu/programmes.htm
master-all.json,Audio Communication and Sonology — Master's double degree specialisation,Technische Universität Berlin — Audio Communication Group (year 1) and Royal Conservatoire The Hague / University of the Arts — Institute of Sonology (year 2),"Berlin (year 1), The Hague (year 2)",Master's degree,Public technical university + public university of the arts / conservatoire,Acoustics / audio engineering,"GERMAN is the main language of year 1. QUOTE from TU Berlin: 'The main language of instruction in the Master's programme is German.' Year 2 (Sonology, The Hague) is in English.",Free,Not stated,https://www.tu.berlin/en/ak/study-and-teaching/degree-programs/audio-communication-and-sonology ; https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/audio-communication-and-technology-m-sc ; https://www.koncon.nl/en/programmes/master/sonology/masterspecialisation-audiocommsonology ; https://sonology.org/audio-communication-sonology-programme/
master-all.json,"Opleiding Audio Postproductie (film composing + sound design), 1 year part-time — class AV26",AV Sound Education (Audio Visual Sound Education),Utrecht,Not a degree,"Specialist audio academy — private Dutch provider (CRKBO), narrowly focused on audio post-production",Sound design / production,"DUTCH — CONFIRMED. Entire site, all programme and fee pages are Dutch-only; no English instruction is mentioned anywhere. HARD BLOCKER for a Tunisian applicant with no Dutch.",EUR 1.5k-5k/yr,Partial,https://avsoundeducation.nl/ ; https://avsoundeducation.nl/kosten/ ; https://avsoundeducation.nl/vooropleiding/
master-all.json,Music Producer Jaaropleiding ADVANCED (Standard and Premium packages); plus separate 1-on-1 Producer packages (Privé Les / Basis / Pro / VIP),Dutch Dance Music Academy (DDMA),"NIJMEGEN for the jaaropleiding — classes are held in the Technovium building at ROC Nijmegen (free parking). The academy's own private-lesson studio is at Saltshof 3047A, WIJCHEN (a neighbouring town). NOT Amsterdam, despite frequent mis-listing by aggregators.",Not a degree,Specialist audio academy — private Dutch provider focused specifically on electronic dance music.,Sound design / production,DUTCH — entire site and course delivery. VERIFIED.,EUR 1.5k-5k/yr,Partial,https://dutchdancemusicacademy.nl/music-producer-jaaropleiding-advanced/ ; https://dutchdancemusicacademy.nl/producer-opleidingen/ ; https://dutchdancemusicacademy.nl/studio/
master-all.json,"Master of Music, pathway Music Design (Music & Technology - strands: Composition, Music Production, Music Technology, Sound Design)",HKU University of the Arts Utrecht,,Master's degree,Public,Sound/Music-Tech,English (page confirms: 'The lessons that are offered to the MMus are taught in English'),EUR 1.5k-5k/yr,"NL Scholarship - CONFIRMED on hku.nl for the HKU Master of Music (also MFA/Scenography): EUR 5,000 for non-EEA students",https://www.hku.nl/en/study-at-hku/music-and-technology/master-of-music-pathway-music-design
master-all.json,"Beroepsopleiding Geluidstechniek / Music Producer (1 year, part-time) — FLEX, CLASSIC PRAKTIJK and ELITE PRAKTIJK tiers",Sound Education Nederland,"UTRECHT — CORRECTED. Address verified: Ibisdreef 312, 3564 RM Utrecht. (Previously recorded as UNVERIFIED.)",Not a degree,"Specialist audio academy — private, independent Dutch provider (operating since 2004; describes itself as one of the largest part-time audio programmes in the Netherlands).",Sound design / production,DUTCH. VERIFIED. This is a hard blocker for him.,EUR 1.5k-5k/yr,Partial,https://www.soundeducation.nl/kosten ; https://www.soundeducation.nl/school-voor-geluidstechniek-en-muziek-producer ; https://www.soundeducation.nl/leren-muziek-produceren
master-all.json,"Master of Music (individual study route, artistic identity focus)","ArtEZ University of the Arts, Arnhem",,Master's degree,Public,Sound/Music-Tech,English,EUR 5k-15k/yr,"NL Scholarship (EUR 5,000, non-EEA, first year only; ArtEZ participates - official page) + ArtEZ Scholarship (EUR 5,000…",https://www.artez.nl/en/programmes/master/master-of-music-arnhem
master-all.json,"Master of Music (Classical, Jazz, Pop, Global Musics; own artistic project + research)",Codarts Rotterdam (Codarts University of the Arts),,Master's degree,Public,Sound/Music-Tech,English,EUR 5k-15k/yr,"NL (Holland) Scholarship EUR 5,000 for non-EU - referenced in search results citing Codarts pages; confirm participatio…",https://www.codarts.nl/en/education/masters/master-of-music/admission/
master-all.json,"Master's Programme in Live Electronics (MMus, 2 years, 120 ECTS)",Conservatorium van Amsterdam (AHK),,Master's degree,Conservatory,Sound/Music-Tech,English,EUR 5k-15k/yr,"NL Scholarship via AHK - confirmed: AHK participates with 13 NL Scholarships for 2026 (EUR 5,000, non-EEA; 2026 applica…",https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/live-electronics/
master-all.json,"Master of Music (tracks: Classical, Jazz, Music Theatre, Pop, Creator Performer) - AMPA","Fontys Academy of Music and Performing Arts (AMPA), Tilburg",,Master's degree,Public,Sound/Music-Tech,English,EUR 5k-15k/yr,Not stated,https://www.fontys.nl/en/Programmes/Music-master-full-time.htm
master-all.json,Master of Music – specialisations Pop and Creator Performer,Fontys Academy of Music and Performing Arts (Fontys Hogeschool voor de Kunsten),Tilburg,Master of Music (MMus),University of applied sciences / academy of music,Other / adjacent,English (confirmed),EUR 5k-15k/yr,NL Scholarship – Fontys University of Applied Sciences is a listed participating institution for 2026-2027.,https://www.fontys.nl/en/Programmes/Music-master-full-time.htm
master-all.json,"Master of Music (MMus) - pathway Music Design (strands: Music Technology, Music Production, Sound Design, Composition)",HKU University of the Arts Utrecht,,Master's degree,Public (university of the arts),Sound/Music-Tech,English (MMus lessons taught in English; some bachelor-level classes open to master students are taught in Dutch),EUR 5k-15k/yr,"Holland/NL Scholarship (named on official programme page, 'awarded to most talented candidates') + HKU Talent Grant (EU…",https://www.hku.nl/en/study-at-hku/music-and-technology/master-of-music-pathway-music-design
master-all.json,Opleiding Geluidstechniek / Muziekproductie — diploma titled 'Master Geluidstechniek / Media Productie',Pro Audio Education NL,UNVERIFIED (Netherlands) — could not be confirmed; the site blocked all automated access this session.,Not a degree,Specialist audio academy — private Dutch provider.,Sound design / production,"DUTCH. UNVERIFIED this session, but consistent with an entirely Dutch-language website and the Dutch private-audio market generally.",EUR 5k-15k/yr,Not stated,https://www.proaudioeducation.nl/faq-uitgebreid-pro-audio-education/ ; https://www.proaudioeducation.nl/opleiding-muziekproductie/ ; https://www.proaudioeducation.nl/
master-all.json,"Master Art of Sound (music recording, production and sound reinforcement)",Royal Conservatoire The Hague,The Hague,Master's degree,Public,Music business,English,EUR 5k-15k/yr,NL Scholarship; Excellence Scholarship,https://www.koncon.nl/en/programmes/master/art-of-sound/master-artofsound/toelatingseisen
master-all.json,Master of Music in Sonology (Institute of Sonology),Royal Conservatoire The Hague (Koninklijk Conservatorium),,Master's degree,Conservatory,Sound/Music-Tech,English,EUR 5k-15k/yr,NL Scholarship (non-EEA) and Koncon Excellence Scholarship (all nationalities) - both confirmed on koncon scholarships …,https://www.koncon.nl/en/programmes/master/sonology/master-sonology
master-all.json,"MA Media & Creative Industries (Media Studies specialisation, 1 year, 60 EC)",Erasmus University Rotterdam (ESHCC),,Master's degree,Public,Music-Business,English,Over EUR 15k/yr,"NL Scholarship (EUR 5,000) + Erasmus Trustfonds",https://www.eur.nl/en/master/media-creative-industries
master-all.json,"MA Arts and Culture (tracks incl. Arts, Policy and Cultural Entrepreneurship / Arts in Society)",University of Groningen (RUG),,Master's degree,Public,Music-Business,English,Over EUR 15k/yr,"NL Scholarship (RUG participates, EUR 5,000 non-EEA); Eric Bleumink Fellowship - Tunisia IS on the eligible-country lis…",https://www.rug.nl/masters/arts-policy-and-cultural-entrepreneurship/
master-all.json,"MA Applied Musicology (60 EC, 1 year)",Utrecht University,,Master's degree,Public,Music-Business,English,Over EUR 15k/yr,"NL Scholarship (UU participates) and Utrecht Excellence Scholarships - neither named on the programme page itself, conf…",https://www.uu.nl/en/masters/applied-musicology
master-all.json,"MA Applied Musicology (1 year, 60 EC - music industry infrastructure, internship + thesis)",Utrecht University,,Master's degree,Public,Music-Business,English,Over EUR 15k/yr,"NL Scholarship (UU participates - listed on official UU scholarships page; national scheme = EUR 5,000 one-off). Utrech…",https://www.uu.nl/en/masters/applied-musicology
master-all.json,Remaining target institutions - CONSOLIDATED FINDINGS AND NON-FINDINGS,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Remaining target institutions - CONSOLIDATED FINDINGS AND NON-FINDINGS,https://am.katowice.pl/
master-all.json,NAIP - European Master of Music: New Audiences and Innovative Practice,Iceland University of the Arts (host option) + Royal Conservatoire The Hague + Prince Claus Conservatoire Gro…,,Master's degree,Consortium,Music-Business,English,Not published,Not stated,http://www.musicmaster.eu/
master-all.json,NL Scholarship (incoming) at Codarts,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,NL Scholarship (incoming) at Codarts,https://www.codarts.nl/en/practical-matters/practical/grants-and-loans/nl-scholarship-incoming
master-all.json,"NL Scholarship at HKU, ArtEZ, Fontys and Zuyd (institutional allocations)",,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,"NL Scholarship at HKU, ArtEZ, Fontys and Zuyd (institutional allocations)",https://www.hku.nl/en/study-at-hku/explore-and-apply/nl-scholarship
master-all.json,NL Scholarship (formerly Holland Scholarship),,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,NL Scholarship (formerly Holland Scholarship),https://www.studyinnl.org/finances/nl-scholarship
master-all.json,Royal Conservatoire The Hague — Excellence Scholarship (relevant for Master of Music in Sonology),,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Royal Conservatoire The Hague — Excellence Scholarship (relevant for Master of Music in Sonology),https://www.koncon.nl/en/application-process/tuitionfees/scholarships
master-all.json,Eric Bleumink Fellowship (University of Groningen),,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Eric Bleumink Fellowship (University of Groningen),https://www.rug.nl/masters/arts-policy-and-cultural-entrepreneurship/
master-all.json,Leiden University Excellence Scholarship (LExS),,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Leiden University Excellence Scholarship (LExS),https://www.universiteitleiden.nl/en/education/study-programmes/master/creative-intelligence--technology
master-all.json,"Conservatorium van Amsterdam / AHK — Talent Grant, Changemaker Scholarship and Profiling Fund",,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,"Conservatorium van Amsterdam / AHK — Talent Grant, Changemaker Scholarship and Profiling Fund",https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/immersive-audio/
master-all.json,Prince Claus Fund — Seed Awards and Fellows Awards,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Prince Claus Fund — Seed Awards and Fellows Awards,https://princeclausfund.nl/programmes
master-all.json,Erasmus Trustfonds Scholarship (Erasmus University Rotterdam),,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Erasmus Trustfonds Scholarship (Erasmus University Rotterdam),https://www.eur.nl/en/master/cultural-economics-and-entrepreneurship
master-all.json,"Utrecht University / University of Amsterdam merit scholarships (Amsterdam Merit Scholarship, Utrecht Excellence Schola…",,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,"Utrecht University / University of Amsterdam merit scholarships (Amsterdam Merit Scholarship, Utrecht Excellence Schola…",https://www.uva.nl/en/education/master-s/scholarships-and-financial-matters/scholarships-and-financial-matters.html
master-all.json,NO MUSIC / SOUND MASTER FOUND,Delft University of Technology (TU Delft),Delft,Master's degree,Public technical university,Sound design / production,English,Not published,Not stated,https://www.tudelft.nl/en/education/programmes/masters ; https://www.tudelft.nl/en/x/whats-on-offer/overview-a-z/electronic-music-production
master-all.json,NL Scholarship (Holland Scholarship) - cross-cutting funding scheme for all listed Dutch institutions that participate,Dutch Ministry of Education + participating universities (via Study in NL),,Funding scheme,Consortium,Sound/Music-Tech,"n/a (scheme, not a program)",Not published,"NL Scholarship - EUR 5,000, first year only, once per student",https://www.studyinnl.org/finances/nl-scholarship
master-all.json,"NL Scholarship (formerly Holland Scholarship) — funding scheme, not a program",Dutch research universities + universities of applied sciences (via participating institutions / Ministry OCW),,Funding scheme,Consortium,General-Business/MBA,English,Not published,NL Scholarship,https://www.studyinnl.org/finances/nl-scholarship
master-all.json,"Master of Music - Music Design pathway (strands: Music Technology, Sound Design, Music Production, Composition)",HKU University of the Arts Utrecht,,Master's degree,Conservatory,Sound/Music-Tech,English (core MMus lessons; some shared bachelor classes primarily Dutch),Not published,Holland Scholarship (HKU participation confirmed on program page: 'awarded to the most talented candidates'),https://www.hku.nl/en/study-at-hku/music-and-technology/master-of-music-pathway-music-design
master-all.json,GROUP NEGATIVE — no hbo-master in music production at any of these,Hogeschool Inholland (Conservatorium Haarlem); HAN University of Applied Sciences; Saxion; NHL Stenden,Haarlem / Arnhem-Nijmegen / Enschede-Deventer / Leeuwarden,Not a degree,"Government-funded hogescholen. IND RECOGNISED SPONSORS: YES for all four (Inholland, HAN, Saxion, NHL Stenden are all on the IND register) — but irrelevant, as none has an in-scope programme.",Sound design / production,Dutch/English.,Not published,Not stated,https://www.inholland.nl/opleidingen/muziek-voltijd/ ; https://www.nhlstenden.com/minoren/audio-and-music-production-15ec
master-all.json,Master of Arts in Fine Art and Design (Fine Art / Lens-Based Media / Experimental Publishing); Master Interior Architecture; Education in Arts; Master Design,Hogeschool Rotterdam — Willem de Kooning Academy / Piet Zwart Institute,Rotterdam,Master's degree,Government-funded hogeschool. IND RECOGNISED SPONSOR: YES (Hogeschool Rotterdam is on the IND register).,Acoustics / audio engineering,English.,Not published,Not stated,https://www.pzwart.nl/
master-all.json,"Any UM master's, e.g. MSc International Business - paired with the UM NL-High Potential Scholarship",Maastricht University (School of Business and Economics),,Aggregate entry,Public,General-Business/MBA,English,Not published,UM NL-High Potential Scholarship - 21 full scholarships/year for non-EU students (confirmed),https://www.maastrichtuniversity.nl/studeren/toelating-inschrijving/financing-your-studies/scholarships/maastricht-university-nl-high
master-all.json,NO MUSIC/SOUND MASTER — closest is MA Media Studies: Digital Cultures,Maastricht University — Faculty of Arts and Social Sciences (FASoS),Maastricht,Master's degree,Public research university,Sound design / production,English,Not published,Maastricht University Holland-High Potential Scholarship (UM-HPS),https://www.maastrichtuniversity.nl/education/master/programmes/media-studies-digital-cultures
master-all.json,NL Scholarship (Holland Scholarship) - cross-cutting funding for Dutch entries above,Participating Dutch institutions 2026-27 incl. Utrecht University and HKU University of the Arts Utrecht; Era…,,Aggregate entry,"Public (Dutch Ministry of Education, Culture and Science + institutions)",Sound/Music-Tech,n/a (funding scheme),Not published,NL Scholarship,https://www.studyinnl.org/finances/nl-scholarship
master-all.json,Seed Award,,,Funding scheme,Not stated,Other / adjacent,Not stated,Not published,Seed Award,https://princeclausfund.nl/awards-and-programmes/seed-award
master-all.json,Audiovisueel (MBO niveau 4) and related media tracks — checked for a private/international audio route,Mediacollege Amsterdam (Ma) — a public ROC,Amsterdam,Not a degree,PUBLIC — government-funded ROC (vocational college). Not private in any respect.,Music business,DUTCH only. VERIFIED — no English-taught route exists.,Under EUR 1.5k/yr,Not stated,https://www.ma-web.nl/opleidingen/opleidingsoverzicht/ ; https://welkombijma.nl/opleidingen/audiovisueel/ ; https://www.ma-web.nl/samenwerken/internationalisering/
master-all.json,"MARKET-LEVEL FINDING (VERIFIED) — no private NVAO-accredited master in sound design or music production exists in the Netherlands, and no private Dutch audio school can sponsor a non-EU student residence permit","Netherlands private higher-education sector (verification pass across IND recognised-sponsor register, SAE Institute Netherlands, Abbey Road Institute Amsterdam, plus the public NVAO-accredited comparators CvA/AHK and HKU)",Nationwide (private providers concentrated in Amsterdam),Aggregate entry,"Sector-wide verification: private specialist audio academies (Abbey Road Institute, SAE) and international chain campuses, benchmarked against public NVAO-accredited conservatoires",Music business,English is available at the two credible private providers (SAE Institute Amsterdam and Abbey Road Institute Amsterdam both operate English-language provision; SAE's DJ Certificate page confirms English delivery with a Dutch version also offered). The claim that six other Dutch providers teach in Dutch only was NOT re-verified in this pass — treat as unconfirmed. Verified public comparators: CvA Master in Immersive Audio is taught entirely in English; HKU Master Music Design lists 'Engels|Nederlands' with lessons primarily in English.,Under EUR 1.5k/yr,Partial,https://www.sae.edu/nld/domestic-entry-requirements/ ; https://abbeyroadinstitute.nl/frequently-asked-questions/ ; https://abbeyroadinstitute.nl/courses/diploma-music-production-sound-engineering/ ; https://www.sae.edu/nld/ ; https://www.sae.edu/nld/courses/ ; https://www.sae.edu/nld/courses/dj-certificate/ ; https://ind.nl/en/public-register-recognised-sponsors/public-register-study ; https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/immersive-audio/ ; https://www.hku.nl/studeren-aan-hku/muziek-en-technologie/master-music-design
master-all.json,"Master of Music — Pop, main subject Creative Producer (""Pop Creative Producer"")",Codarts University for the Arts (Codarts Rotterdam),Rotterdam,Master's degree,Government-funded Dutch university of applied sciences (hogeschool voor de kunsten). IND RECOGNISED SPONSOR: YES — Codarts appears on the IND Public Register of Recognised Sponsors for Education; it enrols non-EU students on study residence permits it sponsors itself.,Sound design / production,English (international master).,EUR 1.5k-5k/yr,"Holland Scholarship (€5,000, one-off, first year only, for non-EEA students); Codarts institutional scholarships/grants…",https://www.codarts.nl/en/education/masters/master-of-music/admission/admission-requirements-pop-creative-producer/
master-all.json,"Master of Music - Pop, specialization Creative Producer",Codarts University of the Arts Rotterdam,,Master's degree,Public (university of the arts),Sound-Design/Production,Check (Codarts is international; English used in auditions - confirm per specialization),EUR 1.5k-5k/yr,None,https://www.codarts.nl/en/master-of-music/
master-all.json,"Artiest Dance Producer (MBO niveau 4) and related music programmes — Podium/Studiotechniek, Music Industry Professional",Herman Brood Academie (an academy within MBO Utrecht),Utrecht (Australiëlaan 25),Not a degree,"PUBLIC — an academy within a government-funded ROC (MBO Utrecht). NOT a private institution, despite its distinct branding and its frequent mis-listing by aggregators as a private music school.",Music business,"DUTCH — VERIFIED AND DISQUALIFYING. The entire website and all programme material is in Dutch. No English-taught track exists, and the programmes page carries no international-student or English-language provision whatsoever. This alone rules him out irrespective of every other factor.",EUR 1.5k-5k/yr,Not stated,
master-all.json,"Artiest Dance Producer (MBO niveau 4) and related music programmes — Podium/Studiotechniek, Music Industry Professional",Herman Brood Academie (part of MBO Utrecht),Utrecht,Not a degree,PUBLIC — academy within a government-funded ROC (MBO Utrecht). NOT a private institution despite its distinct branding.,Music business,DUTCH. All programmes and the entire website are in Dutch. No English-taught track exists. This alone disqualifies him.,EUR 1.5k-5k/yr,Not stated,https://hermanbroodacademie.nl/mbo-opleidingen/ ; https://hermanbroodacademie.nl/praktische-informatie/kosten/ ; https://www.mboutrecht.nl/academies/herman-brood-academie/
master-all.json,Audiovisueel (MBO) and related media tracks — checked for a private/international audio route,Mediacollege Amsterdam (Ma) — a public ROC,Amsterdam,Not a degree,PUBLIC — government-funded ROC (vocational college). Not private in any respect.,Music business,DUTCH only. No English-taught programme.,EUR 1.5k-5k/yr,Not stated,https://www.ma-web.nl/opleidingen/opleidingsoverzicht/ ; https://www.ma-web.nl/samenwerken/internationalisering/ ; https://welkombijma.nl/opleidingen/audiovisueel/
master-all.json,"Master of Music (Classical, Jazz, Education Track; specialisations include composition, arranging, theory and music technology)",Zuyd University of Applied Sciences — Conservatorium Maastricht,Maastricht,Master's degree,Government-funded hogeschool. IND RECOGNISED SPONSOR: YES — Zuyd Hogeschool is on the IND Public Register of Recognised Sponsors for Education.,Sound design / production,English.,EUR 1.5k-5k/yr,Zuyd Excellence Scholarship — VERBATIM: 'Students who have to pay the institutional tuition fees (such as non-EU studen…,https://www.conservatoriummaastricht.nl/admission/how-apply/master-music-education-track ; https://www.conservatoriummaastricht.nl/admission/tuition-fees-scholarships
master-all.json,"Master of Music — Composition Profile / Performers Profile, available in the Pop, Jazz, Classical and World Music departments",Codarts University of the Arts Rotterdam,Rotterdam,Master's degree,Public (government-funded university of applied sciences for the arts),Other / adjacent,English,EUR 5k-15k/yr,NL Scholarship (Holland Scholarship),https://www.codarts.nl/en/master-of-music/ (blocked to automated retrieval) ; https://www.mastersportal.com/studies/127292/music.html
master-all.json,"Master of Music — Electronic Music Performance (EMP), Jazz department",Conservatorium Maastricht — Zuyd University of Applied Sciences (Zuyd Hogeschool),Maastricht,Master's degree,Public (government-funded university of applied sciences),Music business,English — 'The programmes of Master of Music are taught in English.',EUR 5k-15k/yr,Zuyd Excellence Scholarship (ZES); NL-Zuyd Excellence Scholarship (NL-ZES); Conservatorium Maastricht Foundation (CMF);…,https://www.conservatoriummaastricht.nl/study-here/jazz/master/master-electronic-music-performance ; https://www.conservatoriummaastricht.nl/admission/how-apply/jazz-master ; https://www.conservatoriummaastricht.nl/language-requirements ; https://www.conservatoriummaastricht.nl/admission/tuition-fees-scholarships
master-all.json,"Master in Immersive Audio (MMus, 2 years, 120 ECTS)",Conservatorium van Amsterdam (AHK),,Master's degree,Conservatory,Sound-Design/Production,English,EUR 5k-15k/yr,"NL Scholarship via AHK - confirmed: 13 NL Scholarships for 2026 (EUR 5,000, non-EEA)",https://www.conservatoriumvanamsterdam.nl/en/study/classical-music/principal-subjects/immersive-audio/
master-all.json,Master's Programme in Live Electronics (Focus Master),Conservatorium van Amsterdam (AHK),Amsterdam,Master of Music (MMus),Conservatory within a public university of the arts,Sound design / production,English,EUR 5k-15k/yr,None found,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/live-electronics/
master-all.json,Master in Immersive Audio (Focus Master within Master of Music),Conservatorium van Amsterdam (Amsterdam University of the Arts / AHK),Amsterdam,Master of Music (MMus),Conservatoire,Music business,English,EUR 5k-15k/yr,AHK Talent Grant; AHK Changemaker Scholarship; Profiling Fund. NL Scholarship (participation by AHK: UNVERIFIED).,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/immersive-audio/
master-all.json,Master's Programme in Live Electronics (Focus Master within Master of Music),Conservatorium van Amsterdam (Amsterdam University of the Arts / AHK),Amsterdam,Master of Music (MMus),Conservatoire,Acoustics / audio engineering,English,EUR 5k-15k/yr,AHK Talent Grant; AHK Changemaker Scholarship; Profiling Fund,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/live-electronics/
master-all.json,Master of Music in Immersive Audio,Conservatorium van Amsterdam (Amsterdam University of the Arts),,Master's degree,Conservatory,Sound-Design/Production,English,EUR 5k-15k/yr,AHK Talent Grant / Changemaker Scholarship / Profiling Fund (listed on AHK tuition page; eligibility and amounts not de…,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/immersive-audio/
master-all.json,Master Immersive Audio (Focus Master),"Conservatorium van Amsterdam (Amsterdam University of the Arts, AHK)",Amsterdam,Master of Music (MMus),Conservatory within a public university of the arts,Music business,English,EUR 5k-15k/yr,None found on the programme or AHK fee pages for a Tunisian master's applicant. UNVERIFIED whether the Holland Scholarship or AHK hardship funds apply to this track.,https://www.conservatoriumvanamsterdam.nl/en/study/interdisciplinary-masters-programmes/immersive-audio/
master-all.json,Master in Immersive Audio (Focus Master),Conservatorium van Amsterdam (CvA) — Amsterdam University of the Arts (AHK),Amsterdam,Master's degree,Public (government-funded university of the arts),Music business,English,EUR 5k-15k/yr,NL-Scholarship (AHK); Holland Scholarship,https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/immersive-audio/ ; https://www.ahk.nl/en/study/during-your-study-programme/student-affairs/financial-matters/tuition-fees/ ; https://www.conservatoriumvanamsterdam.nl/en/application-and-admission/how-to-apply/language-certificate/ ; https://www.conservatoriumvanamsterdam.nl/en/application-and-admission/how-to-apply/closing-dates-for-application/
master-all.json,Master in Live Electronics (Focus Master),Conservatorium van Amsterdam (CvA) — Amsterdam University of the Arts (AHK),Amsterdam,Master's degree,Public (government-funded university of the arts),Acoustics / audio engineering,English,EUR 5k-15k/yr,NL-Scholarship (AHK),https://www.conservatoriumvanamsterdam.nl/en/study/focus-masters/live-electronics/ ; https://www.ahk.nl/en/study/during-your-study-programme/student-affairs/financial-matters/tuition-fees/ ; https://www.conservatoriumvanamsterdam.nl/en/application-and-admission/how-to-apply/closing-dates-for-application/
master-all.json,"Master of Music (variants: Classical, Jazz, Music Theatre, Pop, Creator Performer)","Fontys University of Applied Sciences — Fontys Academy of the Arts / Rockacademie, Tilburg",Tilburg,Master's degree,Government-funded Dutch university of applied sciences. IND RECOGNISED SPONSOR: YES — Fontys is on the IND Public Register of Recognised Sponsors for Education.,Sound design / production,English.,EUR 5k-15k/yr,"NL Scholarship (formerly Holland Scholarship) — €5,000, first year only, non-EEA. VERBATIM: 'Some of the Fontys program…",https://www.fontys.nl/en/Programmes/Music-master-full-time.htm ; https://fontys.edu/Bachelors-Masters/Masters/Master-of-Music/Apply-1.htm
master-all.json,"Master of Music — study routes: Classical Music, Jazz (New York Jazz), New Audiences & Innovative Practice (NAIP)",Prince Claus Conservatoire (Prins Claus Conservatorium) — Hanze University of Applied Sciences,Groningen,Master's degree,Public (government-funded university of applied sciences),Acoustics / audio engineering,English,EUR 5k-15k/yr,NL Scholarship at Hanze UAS,https://www.prinsclausconservatorium.nl/en/programmes/master-of-music ; https://www.prinsclausconservatorium.nl/en/admission-and-application ; https://www.hanze.nl/binaries/_cb_1726654707959/content/assets/hanze/en/studying/master-booklet_2526_v1_hve_web.pdf
master-all.json,Master of Music - study routes New York Jazz and NAIP (New Audiences & Innovative Practice),"Prince Claus Conservatoire, Hanze University of Applied Sciences, Groningen",,Master's degree,Conservatory (public - part of Hanze UAS),Sound/Music-Tech,English,EUR 5k-15k/yr,"Built-in funded NY semester (NY Jazz route); NL Scholarship at Hanze (EUR 5,000 one-off, non-EEA, confirmed on Hanze pa…",https://www.prinsclausconservatorium.nl/en/programmes/master-of-music
master-all.json,"MA Music Studies (Arts and Culture) — specialisations: historical, cultural or cognitive musicology (including Cognitive and Computational Musicology)","University of Amsterdam (UvA) — Faculty of Humanities, Department of Musicology / Graduate School of Humanities",Amsterdam,Master's degree,Public research university,Acoustics / audio engineering,English,EUR 5k-15k/yr,Amsterdam Merit Scholarship / Letje Lips Amsterdam Merit Scholarship (LLAMS) — Graduate School of Humanities,https://www.uva.nl/en/programmes/masters/music-studies-arts-and-culture/music-studies.html ; https://www.uva.nl/en/programmes/masters/music-studies-arts-and-culture/application-and-admission/application-and-admission.html ; https://www.uva.nl/en/education/fees-and-funding/tuition-fees/tuition-fees.html
