scholarship_id,name,funder,block,amount_detail,covers,tunisian_eligible,eligibility_verbatim,exclusion_clause_verbatim,deadline_2027_intake,application_url,path_codes,notes,sources
fundacion-repsol-no-scheme,Fundación Repsol — NO master's scholarship programme exists (negative finding),Fundación Repsol,Foundations & banks,NOT APPLICABLE — no such scheme in the current portfolio.,NOT APPLICABLE,NO,NOT APPLICABLE — no scholarship call to quote.,"NOT APPLICABLE. The exclusion is structural: Fundación Repsol's published 'Qué hacemos' portfolio as of 2026-08-25 contains no student scholarship line at all. The listed programmes are: Cátedras Universitarias, Deporte escolar, Economía verde y social, Fondo de Emprendedores, Motor Verde, Open Room, Voluntariado Repsol, Zinkers.",NOT APPLICABLE,https://www.fundacionrepsol.com/es/que-hacemos/,,"NEGATIVE FINDING, RECORDED SO NOBODY RE-SEARCHES IT. https://www.fundacionrepsol.com/es/becas/ does not exist — it 302-redirects to the site root. The only competitive open call is the Fondo de Emprendedores (startup accelerator for sustainability ventures), which is business funding, not education funding, and the Cátedras Universitarias are institutional research chairs, not student awards. If Fundación Repsol previously ran energy-sector postgraduate becas, they are not in the current portfolio and I found no live call. Treat as CLOSED ROUTE unless a human sees a new announcement. LIMITATION: fundacionrepsol.com publishes no sitemap.xml (404), so this conclusion rests on the site's own top-level navigation rather than an exhaustive crawl, and the session's WebSearch budget was exhausted before I could search for an archived call.","{""field"": ""full programme portfolio — no becas line"", ""url"": ""https://www.fundacionrepsol.com/es/que-hacemos/"", ""accessed"": ""2026-08-25""} | {""field"": ""/es/becas/ redirects to site root"", ""url"": ""https://www.fundacionrepsol.com/es/"", ""accessed"": ""2026-08-25""}"
fundacion-once-oportunidad-al-talento,Oportunidad al Talento — Becas de Máster y Posgrado (and the wider Fundación ONCE becas portfolio),Fundación ONCE,Foundations & banks,"NOT FOUND for the Máster/Posgrado line — the convocatoria is served from a Salesforce Experience Cloud single-page app (ayudasybecas.fundaciononce.es) that returns only a loading shell to automated fetching. For comparison, the sibling 'Fundación ONCE-Investiga' line publishes ""becas por un importe de 18.000 euros anuales para doctorado y 30.000 euros para investigación, cofinanciados por el Fondo Social Europeo"", and the oposiciones line ""ayudas económicas de hasta 5.000 euros al año"".","Oportunidad al Talento covers: Becas de Movilidad Internacional, Máster y Posgrado, Doctorado, Investigación, Formación Profesional, and Estudio y Deporte.",NO,"""Con los programas de Becas de la Fundación ONCE queremos apostar por la educación y el acceso al conocimiento de los jóvenes con discapacidad"" — every line in the portfolio is addressed to ""personas con discapacidad"" (e.g. Fundación ONCE-Investiga ""impulsa la inclusión de personas con discapacidad en la ciencia""; the oposiciones aid is ""para personas con discapacidad con titulación universitaria""; Programa Radia is for ""mujeres con discapacidad"").",The binding condition across the whole Fundación ONCE becas portfolio is certified disability. The exact threshold and the issuing-authority rule (Spanish disability certificate) could NOT be read from the primary convocatoria — see notes. Do NOT assume a percentage figure; it is NOT FOUND here.,"""Las solicitudes para las becas máster, movilidad internacional, formación profesional y estudios y deporte, deberán ser dirigidas a la Fundación ONCE desde la publicación de la convocatoria hasta el 30 de septiembre. Las solicitudes para las becas de doctorado e investigación […] hasta el 10 de octubre."" (annual pattern, from the funder's own becas portal). The specific 2027 call dates are NOT YET PUBLISHED as of 2026-08-25.",https://ayudasybecas.fundaciononce.es/s/oportunidadaltalento?recordId=a0tQF00000VvuTTYAZ,,"NO ON A NON-NATIONALITY GROUND. Fundación ONCE's scholarships are a disability-inclusion instrument, not a general international scholarship: the whole portfolio (Oportunidad al Talento, ONCE-Investiga, Becas por Talento Digital, Programa Radia, Becas a la Excelencia, Prácticas ONCE-CRUE, ayudas para oposiciones) is addressed exclusively to people with a recognised disability. The candidate profile in the brief records no disability, so this route is closed. IF that assumption is wrong, this becomes a real route worth a human visit — the Máster y Posgrado line is exactly the right level, and the portfolio has no nationality clause visible at portal level. GAP TO CLOSE BY HUMAN: the convocatoria bases live inside a Salesforce SPA that cannot be read by any automated fetch, so I could NOT verify (a) the disability percentage threshold, (b) whether the disability certificate must be issued by a Spanish administration, (c) whether Spanish residency or a Spanish university enrolment is required, or (d) the euro amounts for the master's line. The neighbouring www.oportunidadaltalento.org domain does not resolve/connect from this environment at all (502 CONNECT tunnel / DNS failure). All four of those unknowns must be checked in a normal browser before this record is relied on.","{""field"": ""portfolio, disability framing, deadlines, ONCE-Investiga amounts"", ""url"": ""https://becas.fundaciononce.es/"", ""accessed"": ""2026-08-25""} | {""field"": ""convocatoria portal (SPA, unreadable)"", ""url"": ""https://ayudasybecas.fundaciononce.es/s/oportunidadaltalento?recordId=a0tQF00000VvuTTYAZ"", ""accessed"": ""2026-08-25""} | {""field"": ""Fundación ONCE institutional site"", ""url"": ""https://www.fundaciononce.es/es"", ""accessed"": ""2026-08-25""}"
tn-mesrs-circ61-25-eu-master,"Bourses pour études de mastère et de doctorat à l'étranger — Annonce n°1 : pays de l'Union européenne (Circulaire n° 61/25, année universitaire 2026-2027) / منح لإعداد دراسات الماجستير والدكتوراه ببلدان الاتحاد الأوروبي","Ministère de l'Enseignement Supérieur et de la Recherche Scientifique (MESRS), Tunisie — Direction Générale des Affaires Estudiantines (الإدارة العامة للشؤون الطالبية)",Tunisia-origin & bilateral,"NOT FOUND — Circulaire 61/25 (13 p., scanned, Arabic) does not state the monthly stipend or coverage; it states only the number of grants (10 for the EU announcement: 5 'Transition énergétique' + 5 'Industrie intelligente 4.0'). Separate 2026 arrêté raising a 'bourse spécifique' for students in Europe to EUR 1,000/month is recorded as a separate line and NOT confirmed to be this scheme.",NOT FOUND in the circular text,CONDITIONAL,"اعلان عدد 1: منح لإعداد دراسات الماجستير والدكتوراه ببلدان الاتحاد الأوروبي بعنوان السنة الجامعية 2026-2027 || مجال الدراسة المزمع إتباعه بالخارج: 1. التحول الطاقي (عدد 5) 2. الصناعة الذكية 4.0 (عدد 5) — المجموع 10 || الطلبة المعنيون: 1. الطلبة المرشحون من طرف مؤسّساتهم والمسجّلون بالسنة الثالثة من شهادة مهندس بعنوان السنة الجامعية 2025-2026. 2. الطلبة المرشحون من طرف مؤسّساتهم والمسجّلون بالسنة الثالثة من شهادة إجازة بعنوان السنة الجامعية 2025-2026. || الشروط المبدئية للترشح: 1. معدل سنوات الدراسة (م.س.د) ≥ 12.5/20 ؛ 2. مسار الدّراسة: مسار منتظم مع عدم الرسوب أو الانقطاع خلال كامل سنوات الدراسة الجامعية منذ تاريخ الحصول على شهادة البكالوريا الى غاية تاريخ الترشح ؛ 3. عمر المترشح: لا يفوق 24 سنة في غرة سبتمبر 2026 للمتحصلين على شهادة إجازة، ولا يفوق 26 سنة في غرة سبتمبر 2026 للمتحصلين على شهادة مهندس. || يكون التسجيل بالجامعات الأوروبية في المستويات الآتية: بالسنة الأولى ماجستير بحث بالنسبة لحاملي شهادة إجازة؛ بالسنة الأولى دكتوراه أو بالسنة الأولى ماجستير بحث أو السنة الثانية ماجستير بحث بالنسبة لحاملي شهادة مهندس. || على المترشحين أن يبادروا منذ صدور هذا الإعلان بتقديم مطالب تسجيل مبدئي لدورة خريف 2026 أو شتاء 2027 دون سواهما بالجامعات الأوروبية. (OCR of scanned Arabic PDF, pages 4-6)","(1) FIELD EXCLUSION — the EU announcement offers ONLY two study fields: 'مجال الدراسة المزمع إتباعه بالخارج: 1. التحول الطاقي / 2. الصناعة الذكية 4.0'. Artificial intelligence, data science, big data and cybersecurity appear ONLY under 'اعلان عدد 2: منح لإعداد دراسات الماجستير والدكتوراه بكندا' (Canada), never under the EU announcement. (2) ENROLMENT-STATUS EXCLUSION — 'الطلبة المرشحون من طرف مؤسّساتهم والمسجّلون بالسنة الثالثة من شهادة مهندس بعنوان السنة الجامعية 2025-2026': the applicant must be nominated by his institution WHILE STILL ENROLLED in the third (final) year of the engineering degree; a graduate cannot apply. (3) AGE — 'لا يفوق 26 سنة في غرة سبتمبر 2026 للمتحصلين على شهادة مهندس'. (4) INTAKE — 'لدورة خريف 2026 أو شتاء 2027 دون سواهما' ('for the autumn 2026 or winter 2027 intake and no other'). (5) DEGREE TYPE — every eligible feeder qualification is named as a 'الشهادة الوطنية لمهندس ...' (national engineering diploma) or 'الإجازة في ...'; the circular is addressed to 'السيّدات و السادة: رؤساء الجامعات ... العمداء ومديري مؤسّسات التعليم العالي والبحث' and files are routed through 'رئاسة الجامعة' — a public-university presidency. (6) LEVEL — only 'ماجستير بحث' (RESEARCH master's), not a professional/taught master's.","NOT YET PUBLISHED for the Sept-2027 intake. The 2026-2027 edition (Circulaire 61/25) closed: 'آخر أجل لتقديم الملفات يوم 2025/12/19 حسب ختم مكتب ضبط الجامعة' (19 December 2025, student file deposit); institutional list to university presidency 14 Nov 2025; national scholarship commission 03 Feb 2026. On that pattern the 2027-2028 circular would be issued ~Oct-Nov 2026 with a ~19 Dec 2026 deposit deadline — NOT ASSERTED, only the 2026-27 dates are sourced.",https://best.rnu.tn/offre-nationale-des-bourses-pour-des-etudes-de-mastere-et-de-doctorat-a-letranger-au-titre-de-lannee-universitaire-2026-2027/ ; online application portal named in the circular: www.best.rnu.tn,,"THIS IS THE CIRCULAR THE PREVIOUS AGENT CALLED DECISIVE. Read in full from the source PDF (13 pages, scanned Arabic, OCR). Verdict: Spain IS an eligible destination in principle (Annonce n°1 covers 'بلدان الاتحاد الأوروبي' = EU countries, and Spain is an EU member state), but this route is CLOSED to this candidate for four independent reasons: (a) the only EU-fundable study fields are Energy Transition and Smart Industry 4.0 — none of the nine target fields (A/B/C/AA/AB/AC/X/P/S) is offered for the EU; AI and Data Science exist in this programme only as CANADA lines; (b) the candidate must be nominated by his institution while enrolled in the FINAL year, and he graduates Aug 2026, so by the 2027-28 circular he is a graduate, not a nominatable 3rd-year student; (c) age cap 26 at 1 September; (d) only a RESEARCH master's abroad qualifies. Additionally, every listed feeder qualification is a 'الشهادة الوطنية لمهندس' and files flow through a public 'رئاسة الجامعة'; whether a private institution (SMU MedTech) can nominate at all is NOT stated in the circular and needs human confirmation with the Direction Générale des Affaires Estudiantines. Contact given in circular: وزارة التعليم العالي والبحث العلمي - الإدارة العامة للشؤون الطالبية، شارع أولاد حفوز، تونس.","{""field"": ""circular text, announcements 1-3, eligibility, deadlines, fields"", ""url"": ""https://best.rnu.tn/wp-content/uploads/2019/10/Circulaire-61-25-Bourses-Mastere-et-Doctorat-2026-2027.pdf"", ""accessed"": ""2026-08-25""} | {""field"": ""landing page listing the circular and its annexes"", ""url"": ""https://best.rnu.tn/offre-nationale-des-bourses-pour-des-etudes-de-mastere-et-de-doctorat-a-letranger-au-titre-de-lannee-universitaire-2026-2027/"", ""accessed"": ""2026-08-25""}"
tn-mesrs-alternance-43-19,Bourses d'alternance (recherche / PFE) — Circulaire n° 43/19,MESRS Tunisie — Direction Générale des Affaires Estudiantines (best.rnu.tn),Tunisia-origin & bilateral,"EUR 1,000 per month (or CAD 1,250 per month for Canada), maximum 6 consecutive months per academic year — per the scheme table on best.rnu.tn/bourses-universitaires/",Monthly living allowance for a research stay / end-of-studies project abroad of at most 6 months. Not a tuition scholarship and not a full degree scholarship.,CONDITIONAL,"« Aux étudiants tunisiens chercheurs inscrits dans des établissements universitaires publics en Tunisie, en deuxième année mastère de recherche ou en doctorat jusqu'à la troisième inscription » ; engineering line: final-year students in public engineering institutions pursuing an end-of-studies project abroad. Destinations: European Union countries and Canada. Duration: maximum 6 consecutive months per academic year.","« inscrits dans des établissements universitaires PUBLICS en Tunisie » — enrolment at a Tunisian PUBLIC university institution is a stated condition. The candidate's institution (SMU MedTech) is private, and in any case the scheme funds a stay attached to a Tunisian enrolment, not a degree abroad.",NOT FOUND on the circular page. Secondary reporting says the call is normally published in February each year by each Tunisian university; not asserted as a 2027 date.,https://best.rnu.tn/bourses-dalternancecirculaire-n-43-19-relatif-aux-bourses-dalternances/ (circular PDF: https://best.rnu.tn/wp-content/uploads/2020/06/circulaire-alternance-pfe-43-19-20-21.pdf),,"Recorded to close it out, not as a live option. This is the scheme most often confused with the outbound degree scholarship. It cannot fund a Spanish master's degree: it funds a <=6-month mobility while the student remains enrolled in Tunisia, and requires enrolment at a Tunisian PUBLIC institution. Related sibling amounts on the same portal: 'Bourses spécifiques' EUR 800/month (EUR 600 grant + EUR 200 repayable loan over 10 years) or CAD 1,000/month for EU/Canada.","{""field"": ""eligibility, destinations, duration, circular number"", ""url"": ""https://best.rnu.tn/bourses-dalternancecirculaire-n-43-19-relatif-aux-bourses-dalternances/"", ""accessed"": ""2026-08-25""} | {""field"": ""amounts (EUR 1,000/mo alternance; EUR 800/mo bourse spécifique = 600 grant + 200 loan)"", ""url"": ""https://best.rnu.tn/bourses-universitaires/"", ""accessed"": ""2026-08-25""}"
isdb-msc-ldmc,IsDB Master of Science Scholarship Programme (M.Sc.) for IsDB Least Developed Member Countries,"Islamic Development Bank (IsDB), Jeddah",Tunisia-origin & bilateral,"Tuition fees paid direct to the university; monthly stipend 'commensurate with the cost of living in the country of study' (figure not published in the booklet); medical treatment; thesis preparation allowance; return air ticket and installation allowance. Excludes visa costs, residence permit fee, family support, computers, research/conference costs.","Two-year M.Sc.; tuition, stipend, medical, thesis allowance, travel",NO,"'Interested applicants must meet the following eligibility criteria: • Citizen of any of the 20 Least Developed member countries. • Age not over 30 years at the closing date of applications. • In possession of a B.Sc., or equivalent degree, in science and technology. • Above average in academic standing/grade. • Nominated by scientific/academic/research institutions of their countries. • Have good command of the language of the institution of study...' || 'INSTITUTIONS OF STUDY — The successful candidate for the program must secure admission at one of the IsDB member countries' universities listed in the top 1000 in the Times Higher Education Supplement (THES) ranking.' || 'Under the M.Sc. program, eligible students may apply only for studies in science, engineering, technology, or medicine/medical sciences.'","TWO INDEPENDENT EXCLUSIONS. (1) NATIONALITY: 'Citizen of any of the 20 Least Developed member countries.' Tunisia is an IsDB member country but is NOT one of the 20 IsDB Least Developed Member Countries, so a Tunisian citizen is outside the eligible pool for the M.Sc. line. (2) DESTINATION: 'The successful candidate for the program must secure admission at one of the IsDB member countries' universities listed in the top 1000 in the Times Higher Education Supplement (THES) ranking.' Spain is not an IsDB member country, so no Spanish university is an eligible place of study under this programme. 'Priority shall be given to applicants with secured admission at universities in member countries that have concluded a cooperation agreement with IsDB, such as Malaysia, Morocco, and Turkey, as well the university of Makerere in Uganda.'",NOT FOUND — the booklet publishes no date; the IsDB scholarship overview page states that applications for 2024-2025 'officially closed' and the site is branded 'Scholarship Programs 2026 – 2027' without a published deadline at time of access.,https://www.isdb.org/scholarships ; application portal https://scholarship.isdb.org (sign-in required); booklet https://www.isdb.org/sites/default/files/media/documents/2025-01/Booklet%20-%20MASTER%20OF%20SCIENCE%20SCHOLARSHIP%20FOR%20IsDB%20LEAST%20DEVELOPED%20MEMBER%20COUNTRIES.pdf,,"This is the ONLY master's-level line in the IsDB scholarship portfolio. The other three products are: IsDB-ISFD Scholarship for LDMCs (undergraduate); Merit Scholarship Programme for High Technology (MSP) for IsDB Member Countries, which the IsDB overview page describes as 'for Ph.D. studies and post-doctoral research in applied science and high technology' — not master's; and the Scholarship Program for Muslim Communities in Non-Member Countries (SPMC), whose 2025-2026 eligible-country list is published on isdb.org and does not include Tunisia (Tunisia is a member country, not a non-member Muslim community). So IsDB offers this candidate no master's route at all, and no route to Spain at any level under the M.Sc. line.","{""field"": ""eligibility, institutions of study, fields, benefits, obligations"", ""url"": ""https://www.isdb.org/sites/default/files/media/documents/2025-01/Booklet%20-%20MASTER%20OF%20SCIENCE%20SCHOLARSHIP%20FOR%20IsDB%20LEAST%20DEVELOPED%20MEMBER%20COUNTRIES.pdf"", ""accessed"": ""2026-08-25""} | {""field"": ""programme portfolio; MSP is PhD/post-doc; SPMC eligible-country list"", ""url"": ""https://www.isdb.org/scholarships/scholarship-programs"", ""accessed"": ""2026-08-25""} | {""field"": ""programme history and scope"", ""url"": ""https://www.isdb.org/scholarships"", ""accessed"": ""2026-08-25""}"
auf-pimef-mobility,"AUF — Programme International de Mobilité et d'Employabilité Francophone (PIMEF), and AUF student mobility generally",Agence Universitaire de la Francophonie (AUF),Tunisia-origin & bilateral,NOT FOUND — the AUF student page describes the mechanism (mutual exchange between AUF member institutions) but publishes no grant value.,"Short stays of 1 to 4 months (academic, research or professional). Not a degree scholarship.","CONDITIONAL — TUNISIA IS HEAVILY REPRESENTED IN THE AUF NETWORK, BUT ELIGIBILITY RUNS THROUGH THE STUDENT'S AUF-MEMBER HOME INSTITUTION","« Le Programme International de Mobilité et d'Employabilité Francophone (PIMEF), conçu et porté par l'AUF, est une initiative unique qui place les étudiants au cœur de la coopération universitaire francophone. […] le PIMEF propose des séjours courts (de 1 à 4 mois) dans des universités, centres de recherche ou entreprises partenaires à travers plus de 100 pays francophones. Sa particularité? Un système d'échange mutuel entre établissements membres de l'AUF, garantissant des mobilités équitables et de qualité. Trois formules sont proposées — académique, recherche et professionnelle. »",« séjours courts (de 1 à 4 mois) » — duration excludes a full master's; « à travers plus de 100 pays francophones » — the destination pool is the francophone space; « Un système d'échange mutuel entre établissements membres de l'AUF » — both ends of the mobility must be AUF member institutions. AUF describes itself as an « Association mondiale d'établissements d'enseignement supérieur et de recherche FRANCOPHONES ». Spain is not a francophone country and no Spanish AUF member institution was confirmed (see notes).,NOT FOUND,https://www.auf.org/etudiants-apprenants/ ; PIMEF platform https://www.auf.org/plateforme-mondiale-collaborative/ ; AUF calls https://www.auf.org/type-appel/appels-a-candidature/,,"THIS ANSWERS THE 'DECISIVE QUESTION' PUT TO AUF: no, AUF does not fund a Spanish master's. AUF's whole student-facing offer is (a) distance qualifications through IFIC with partial registration-fee aid, (b) Campus Numériques Francophones / Centres d'Employabilité Francophones services, (c) PIMEF short mobilities of 1-4 months between AUF member institutions in francophone countries, and (d) ~50 prizes and competitions. None is a degree scholarship for a non-francophone destination. Whether any Spanish institution holds AUF membership was NOT verified — www.auf.org returns HTTP 403 to direct automated fetch and the member directory is a JS application; this page was read through the r.jina.ai text proxy. Even a Spanish AUF member would not change the verdict, because PIMEF funds a 1-4 month stay, not a master's degree. Flag for a human to confirm the AUF Tunisia office position if the candidate wants a short research stay rather than a degree.","{""field"": ""PIMEF mechanism, duration, destinations, member-to-member exchange; full AUF student offer"", ""url"": ""https://www.auf.org/etudiants-apprenants/"", ""accessed"": ""2026-08-25""} | {""field"": ""AUF self-description as a network of francophone institutions"", ""url"": ""https://www.auf.org/"", ""accessed"": ""2026-08-25""}"
berklee-val-general,Berklee General Scholarship (Berklee Valencia graduate),Berklee College of Music (Valencia campus),Field-specific & industry,"""Amount varies, multiple awards"". Berklee states over $1.5m in merit- and need-based scholarship funds for graduate applicants at the Valencia campus. Total of ALL Berklee awards to one student is capped: ""the total amount of all Berklee scholarship awards cannot exceed 90 percent of the tuition"". Exact typical award NOT FOUND on the page.","Tuition only. ""scholarship awards may not be used to pay the tuition deposit or any other non-tuition-related costs""; award ""divided equally into three parts and applied directly to each semester's tuition bill"".",YES,"""Scholarship Eligibility All applicants are eligible to apply for available Berklee scholarships."" / ""Eligibility: All master's degree applicants"" / ""Awarded to outstanding applicants accepted to any master's degree program on the Valencia campus.""","No nationality or residency exclusion appears on the page. The only nationality-linked sentence is a US-specific add-on: ""In addition to applying for a scholarship from Berklee, we encourage all U.S. citizens and permanent US residents to submit the Free Application for Federal Student Aid (FAFSA).""","Scholarship deadline is tied to the admissions round, NOT to the intake date: ""If you submit your program application for early action (November 1), the scholarship deadline is November 15. If you submit your program application for regular action (January 15), the scholarship deadline is February 1."" For a September 2027 start that means programme application 1 Nov 2026 / scholarship 15 Nov 2026 (early), or programme application 15 Jan 2027 / scholarship 1 Feb 2027 (regular). Exact 2027-intake dates NOT YET PUBLISHED as such - dates quoted are the standing cycle text on the page.",https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,A | P | S,"NOT automatic in the loose sense: a SEPARATE scholarship application must be filed, but it is a single form that then considers you for every award. ""In order to apply for a Berklee scholarship, students must submit the Berklee Graduate Scholarship Application by the deadline. The Berklee Graduate Scholarship Application will appear in the Next Steps section of your online portal once you submit your program application."" ""All applicants who apply for a scholarship will automatically be considered for all scholarships listed below, depending on eligibility."" Decision timing: ""Applicants receive a scholarship decision after acceptance into a master's degree program. Applicants not accepted to the program will not receive a scholarship decision."" Both merit AND need are assessed: ""awarded to candidates demonstrating the highest musical and/or academic merit together with financial need."" Conditions attach: ""Students who receive scholarships are required to meet a series of terms and conditions relating to attendance, academics, and conduct in order to keep their award during the academic year."" Note the 90% cap is the effective MAXIMUM for any combination of Berklee awards. Relevant programmes for this candidate: MM Music Production, Technology and Innovation (MPTI); MA Global Entertainment and Music Business (GEMB); MM Scoring for Film, TV and Video Games.","{""field"": ""scheme, eligibility, amounts, deadlines"", ""url"": ""https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs"", ""accessed"": ""2026-08-24""}"
berklee-val-groove,Berklee Groove Scholarship,Berklee College of Music (Valencia campus),Field-specific & industry,"""up to 90 percent of tuition fees""",Tuition,NO,"""Eligibility: MM in Contemporary Performance (Production Concentration) for applicants whose principal instruments are drums, bass, general rhythm section, traditional/folk/non-traditional""","Not excluded by nationality - excluded by programme and instrument: the award exists only for the MM in Contemporary Performance (Production Concentration) and only for the listed principal instruments. It is not available on MPTI, GEMB or SFTV.",Same cycle as the general scholarship application: 15 Nov (early action) / 1 Feb (regular action). See berklee-val-general.,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,A,"Recorded because it is the single largest percentage award at Berklee Valencia (90%) and is therefore the headline number often quoted - but it is NOT reachable from the music-technology or music-business masters this candidate is targeting. Verdict NO is programme/instrument-based, not nationality-based.","{""field"": ""scheme, eligibility, amounts, deadlines"", ""url"": ""https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs"", ""accessed"": ""2026-08-24""}"
berklee-val-diversity,Berklee Valencia Diversity Scholarship,Berklee College of Music (Valencia campus),Field-specific & industry,"""Up to 50 percent of the tuition (the total amount of all Berklee scholarship awards cannot exceed 90 percent of the tuition)""; ""Up to four awardees per academic year""","Tuition. ""The award works as an addition to their general scholarship (if applicable)""",CONDITIONAL,"""Eligibility Requirements: Demonstrated leadership or support for historically underrepresented or culturally diverse communities, including first-generation college students. Acceptance to one of the graduate programs at Berklee Valencia""","No nationality exclusion stated. Conditionality is evidential, not legal: the applicant must be able to evidence leadership of or support for underrepresented/diverse communities. ""Priority will go to students with demonstrated financial need"".","""Application deadline: February 1"" with ""Awardees announced: March 25"". For a Sept 2027 start that is 1 Feb 2027 (standing cycle text; 2027-specific dates not separately published on the page).",https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,A | P | S,"This one requires an EXTRA submission beyond the scholarship form: ""Eligible candidates should submit a short video (up to three minutes) or a written personal statement (maximum 500 words) ... To be considered for this scholarship, candidates must complete the Berklee Valencia scholarship form found in the Next Steps section of the application portal. The link to the video or essay must be sent to scholarshipsvalencia@berklee.edu by the deadline."" Stackable with the general scholarship up to the 90% ceiling - so general + diversity is the realistic route to a large award on MPTI/GEMB.","{""field"": ""scheme, eligibility, amounts, deadlines"", ""url"": ""https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs"", ""accessed"": ""2026-08-24""}"
berklee-val-outstanding-women,Berklee Outstanding Women Scholarships with Mentorship (MPTI / GEMB / SFTV / Contemporary Performance),Berklee College of Music (Valencia campus),Field-specific & industry,"""up to 70 percent of tuition fees, plus mentorship sessions"" - one award per programme, four programmes",Tuition + mentorship sessions,CONDITIONAL,"""Awarded to one gifted individual who supports the musicianship and leadership of women in the music industry and who is accepted to the MM in Music Production, Technology, and Innovation."" (parallel wording for GEMB, SFTV and Contemporary Performance)","No nationality exclusion. The page's own framing is ""We strive to support musicianship and leadership of women in the music industry"" - the award text says ""one gifted individual who supports the musicianship and leadership of women"", which is not literally worded as women-only, but the programme intent is clearly to support women. Treat as effectively restricted unless Berklee confirms otherwise; a human should ask admissions directly.",Same cycle: 15 Nov (early action) / 1 Feb (regular action).,https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,A | P,"CONTRADICTION FLAGGED, not resolved: the award title and the section header are women-focused, but the literal award sentence describes someone 'who supports' women in the industry rather than someone who is a woman. Do not rely on the looser reading without written confirmation from scholarshipsvalencia@berklee.edu.","{""field"": ""scheme, eligibility, amounts, deadlines"", ""url"": ""https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs"", ""accessed"": ""2026-08-24""}"
berklee-val-alumni-globalpartners,Berklee Alumni Scholarship / Berklee Global Partners Scholarship,Berklee College of Music (Valencia campus),Field-specific & industry,"$18,000 each (two separate awards)",Tuition,NO,"Alumni: ""Eligibility: Berklee alumni ... Awarded to an outstanding Berklee undergraduate alumnus/a"". Global Partners: ""Eligibility: Student, alumnus/a, or faculty from a Berklee Global Partner school""","Excluded by prior affiliation, not nationality: the candidate is neither a Berklee undergraduate alumnus nor a student/alumnus/faculty member of a Berklee Global Partner school (SMU MedTech Tunisia is not one, so far as this sweep found - NOT VERIFIED against Berklee's partner list).",15 Nov (early action) / 1 Feb (regular action),https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,A | P | S,"Only worth re-checking if SMU/MedTech Tunisia turns out to appear on Berklee's Global Partners list - a human should check that list once. These are the two awards on the page stated as a fixed USD sum, which confirms Berklee Valencia denominates fixed awards in USD, not EUR.","{""field"": ""scheme, eligibility, amounts, deadlines"", ""url"": ""https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs"", ""accessed"": ""2026-08-24""}"
berklee-val-cacsa,Berklee CACSA - Palau de les Arts Scholarships,Berklee / Ciutat de les Arts i les Ciencies (CACSA) + Fundacio Palau de les Arts,Field-specific & industry,"NOT FOUND on the page - ""Scholarship funds are allocated based on artistic, academic, and professional accomplishments as well as the financial resources of the candidates."" Terms are in a linked PDF: ""Terms of the agreement - CACSA Scholarship 2026-2027"".",NOT FOUND,NO,"""Berklee, in compliance with its agreement with the Ciutat de les Arts i les Ciencies (CACSA) dated July 1, 2020, has an annual scholarship program aimed at Valencian students who have been admitted to any of its master's degree programs.""","""aimed at Valencian students"" - a Tunisian citizen with no prior Spanish residency is not a Valencian student. HARD EXCLUSION.","""The application deadline is April 1.""",https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs,A | P | S,Recorded so it is not re-discovered as a live option. This is the largest locally-funded Berklee Valencia scheme and it is closed to this candidate.,"{""field"": ""scheme, eligibility, amounts, deadlines"", ""url"": ""https://valencia.berklee.edu/scholarships-financial-aid/scholarships-for-graduate-programs"", ""accessed"": ""2026-08-24""}"
